Title,Poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Immoral Tales,https://image.tmdb.org/t/p/w500//dFPQD3e5uonv7bKTYsi7TqtKxYx.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
District B13,https://image.tmdb.org/t/p/w500//u9gOfYelDwmvAmXWC1jgCFIY8RB.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Traffik,https://image.tmdb.org/t/p/w500//jwsmeU8mYEP6GpxJ2sbCzc2MQmi.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Love and Leashes,https://image.tmdb.org/t/p/w500//yQgGYiHUoDYeA4TbYlghpA5lmKH.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Wedding Date,https://image.tmdb.org/t/p/w500//t0AEzycJ6V8dLVlSudCUAA9mzgn.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Spiritual Love,https://image.tmdb.org/t/p/w500//y1dO07ZfnyTkl2m6wjyrGLHwNGU.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Pornography,https://image.tmdb.org/t/p/w500//gzl2NrKKZQvQO6gZ7IvXqaQtj1y.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Batman: Gotham by Gaslight,https://image.tmdb.org/t/p/w500//7souLi5zqQCnpZVghaXv0Wowi0y.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Hitch Hike,https://image.tmdb.org/t/p/w500//qo8Z0japEz6xKR9OBPslzKKqmND.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Capernaum,https://image.tmdb.org/t/p/w500//cqkqrIDzvkFRWVbRRQLqtkXQoPu.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ninja,https://image.tmdb.org/t/p/w500//tKjH1IQVeUmHOlxZinQdjFHkFVG.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Arctic Apocalypse,https://image.tmdb.org/t/p/w500//6yOakcmbhgV0PXaUvL6iCzxeeb3.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Illusionist,https://image.tmdb.org/t/p/w500//4I1oOPHNrHLcvz3wTMuETJLws9z.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Emmanuelle: Queen of Sados,https://image.tmdb.org/t/p/w500//pUF5mCb7EB4xdzvLFqSgSpUFAnV.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Showdown in Little Tokyo,https://image.tmdb.org/t/p/w500//dqWBvqgaaeTJF9iCj3BYiJAwm7M.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096 Days,https://image.tmdb.org/t/p/w500//jQ7aucozEWiz1cBCdZtcYSJfWC7.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Royal Treatment,https://image.tmdb.org/t/p/w500//mYAv0YUoXJzLxIdEirOken8Quwf.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Synchronic,https://image.tmdb.org/t/p/w500//wgm4gdJwb7iSYX0uBsRAZmHQmPm.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
Lake Placid 2,https://image.tmdb.org/t/p/w500//6ju8eLIai0hux6DSkIwRUozbX7K.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Home Alone: The Holiday Heist,https://image.tmdb.org/t/p/w500//6JPrRC0JPM06y17pUXD6w1xMvKi.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Locksmith,https://image.tmdb.org/t/p/w500//kNQ9Z3TQ5vU5fvwuHqZvLooFcCI.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Hackers,https://image.tmdb.org/t/p/w500//w8H2KpRtpzwlxz5KrvINCVihok1.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Doraemon: Nobita's Sky Utopia,https://image.tmdb.org/t/p/w500//3QhCNuPxgp3TWmSej9RmXzwWj9W.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Call Jane,https://image.tmdb.org/t/p/w500//n3oV6065tgYpukAjLxSbWcfqdg9.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Little Children,https://image.tmdb.org/t/p/w500//so9xla7b7WfFiarDwOukhQpRuyd.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Night Train,https://image.tmdb.org/t/p/w500//vKzdwficUcFNisOM5mN3XXXUzA6.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Leatherface: The Texas Chainsaw Massacre III,https://image.tmdb.org/t/p/w500//uALicAPXrMQm2b5C6QHa5jE9sLP.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mercenaries,https://image.tmdb.org/t/p/w500//eba3J71GIIXncTVzS3fMqjdMzfz.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girls Trip,https://image.tmdb.org/t/p/w500//fM1h8CwtdileV3zlemXx7UWJjOP.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street 4: The Dream Master,https://image.tmdb.org/t/p/w500//boStYG7jKdoIZTduiOOsUVknD13.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Mr. Nice Guy,https://image.tmdb.org/t/p/w500//wAAt2gvbkbeefzjd06GPfkdfUho.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Extremely Goofy Movie,https://image.tmdb.org/t/p/w500//qr5Q3S7HC16XHQBqE4ZsJJvgUDU.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Courier,https://image.tmdb.org/t/p/w500//cmC7bJZ5sCzx9ZsrlXOrYJfYtLc.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Death Note: The Last Name,https://image.tmdb.org/t/p/w500//wd0Ri3v8tyRdWuA5PRS2rODOlIa.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Nice Sister-In-Law,https://image.tmdb.org/t/p/w500//g462IXqa1Id9R1Xtu3EzqiEOGwN.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chile '76,https://image.tmdb.org/t/p/w500//e8cO013usqWgawu520n1OdmX3jp.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo on Zombie Island,https://image.tmdb.org/t/p/w500//7EdvFUGvT5Pn8rUFRKCrdUzNthf.jpg,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Addicted,https://image.tmdb.org/t/p/w500//fAERrD6vvmznDoL99wlgjhSfPcH.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Mamá no enRedes,https://image.tmdb.org/t/p/w500//xdNbqKd6F2Tj7WPgZbg11D6rjmO.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Mountain,https://image.tmdb.org/t/p/w500//32MsALfK6shuSopCrFjSNoxDc5p.jpg,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
X-Men: The Mutant Watch,https://image.tmdb.org/t/p/w500//4FwbuT0NJwcHGRqRc3kpTjgj0jS.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piglet's Big Movie,https://image.tmdb.org/t/p/w500//cytspPjtacOInHroA6h2dIekDrp.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ring 2,https://image.tmdb.org/t/p/w500//HREqYQWkGnH2viRQEXupCSX7ID.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Yu-Gi-Oh! The Movie,https://image.tmdb.org/t/p/w500//3VD5QDTu0rQgRvERBMXtAvg0oIC.jpg,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Battle for Sevastopol,https://image.tmdb.org/t/p/w500//6PXb2TxEFzmi1FbJIV0NOLdhW9M.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
I Know What You Did Last Summer,https://image.tmdb.org/t/p/w500//cpaV1Ddvaf8jZWNAMJMMZPJkm0U.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Papá al rescate,https://image.tmdb.org/t/p/w500//5F5Hp1cvR9QfbynBmrVBV7lQeFK.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Replicas,https://image.tmdb.org/t/p/w500//hhPBTAn9b4TYOxc1JYNsX4BFAlW.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
The Second Wife,https://image.tmdb.org/t/p/w500//gPZxppDzpFQj1wpwHEsXqI4qbM8.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Downfall: The Case Against Boeing,https://image.tmdb.org/t/p/w500//LRPi6b6gpDyKuveut38S8R38NI.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol,https://image.tmdb.org/t/p/w500//A8JV3ockAvWOXmcNZyAGqlyTTBw.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Flags of Our Fathers,https://image.tmdb.org/t/p/w500//2nkPrhf4YIyMFelfe4zdOnGRYz5.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Fun with Dick and Jane,https://image.tmdb.org/t/p/w500//1NBVGBi8Z6MhJBAJ5SuRMqP7o3T.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machete Kills,https://image.tmdb.org/t/p/w500//3i4UgSZmAJXt6Euy5azvknmzsm9.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Boss Baby,https://image.tmdb.org/t/p/w500//unPB1iyEeTBcKiLg8W083rlViFH.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kidnap,https://image.tmdb.org/t/p/w500//fwdOX3PEZlOLXr9SMpgRnSmTVFp.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Shaun the Sheep Movie: Farmageddon,https://image.tmdb.org/t/p/w500//p08FoXVFgcRm5QZBaGj0VKa2W2Y.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Titan,https://image.tmdb.org/t/p/w500//qRmQazyIBZR4pQIk9VruiZul0Au.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Sleeping Dictionary,https://image.tmdb.org/t/p/w500//fOFcv1LlQLpG4svZa6bm0ND1njV.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Lost Prince,https://image.tmdb.org/t/p/w500//iFcSfoMu9hQIX4t0CxIkDJKgIES.jpg,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dracula 2000,https://image.tmdb.org/t/p/w500//uSOaVTCsMnqM0Nxr5GSTZhHMDbI.jpg,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Adultery Alumni Association 3,https://image.tmdb.org/t/p/w500//azNqGqZEKKHJ2z8iOoMszQLPLBT.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
In Bruges,https://image.tmdb.org/t/p/w500//jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Detective Conan: The Time Bombed Skyscraper,https://image.tmdb.org/t/p/w500//eJr3ymuUZt5nsehgg9o5o7buzXa.jpg,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Girl Next Door,https://image.tmdb.org/t/p/w500//sg2xNXLacKgj9NHm8M6Tv1HTIhB.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dragonflies,https://image.tmdb.org/t/p/w500//o8YdNcWSJduAwDhgCvPCz6jlrBW.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Crazies,https://image.tmdb.org/t/p/w500//pcdhJOanEqw33pmxrk4CFjR2w5x.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
What If,https://image.tmdb.org/t/p/w500//67x9NJyjK4u02NpISnChDMKzCUr.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Trial of the Chicago 7,https://image.tmdb.org/t/p/w500//ahf5cVdooMAlDRiJOZQNuLqa1Is.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Saint,https://image.tmdb.org/t/p/w500//n8tsrPLem70exhXHfSausV7FlPx.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEKKEN: Blood Vengeance,https://image.tmdb.org/t/p/w500//nYfa9yK6LlbE9K4U7Ved815RgMM.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Leprechaun in the Hood,https://image.tmdb.org/t/p/w500//lCRwtuxnJWkZ04gwtfYF9h1GUkl.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hot Tub Time Machine 2,https://image.tmdb.org/t/p/w500//lBroHetSm8RMI8zp7ThpFJsw9E1.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road,https://image.tmdb.org/t/p/w500//qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Quiet Girl,https://image.tmdb.org/t/p/w500//kc6GM4gThJpXHE28MuLofDOmRLJ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Last Tango in Paris,https://image.tmdb.org/t/p/w500//vDuI72CpwWYIWJzNNA01PA2Utdr.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Four Rooms,https://image.tmdb.org/t/p/w500//75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flowers in the Attic,https://image.tmdb.org/t/p/w500//owzDkkxL2DogC2mq1fgIvrlDcux.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
The Horde,https://image.tmdb.org/t/p/w500//c3sYdfCg1vz6DG4XlQRpu8baxvM.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Super Bodyguard,https://image.tmdb.org/t/p/w500//1hpecrd4rCIOxTz09uAStvIsltl.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Old Dogs,https://image.tmdb.org/t/p/w500//kBGqhumfOuDCpIErICWPHcXNvah.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miss Sloane,https://image.tmdb.org/t/p/w500//ptfvQlqe2xJiMSewSj52qAVq5z0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Congo,https://image.tmdb.org/t/p/w500//hPNSToNIIpRO6y5Rh973leqQqNr.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Police Academy 3: Back in Training,https://image.tmdb.org/t/p/w500//pBxGgWSR0CMaCVMA2kQS5MWU1z3.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dune: Part Two,https://image.tmdb.org/t/p/w500//fU7mxkzsAXioPvDT7b9ge79bnPj.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Sitsit,https://image.tmdb.org/t/p/w500//msB37AdpSubaFLO4YC6w6dN8w3a.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
American Underdog,https://image.tmdb.org/t/p/w500//u3iXpvLPG4DbmuNY9yPjn1Ei54.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Between Worlds,https://image.tmdb.org/t/p/w500//7V25KUnWkf0NP7wtGkbmPjEfYf9.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Thelma & Louise,https://image.tmdb.org/t/p/w500//gQSUVGR80RVHxJywtwXm2qa1ebi.jpg,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Safe House,https://image.tmdb.org/t/p/w500//7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Paperboy,https://image.tmdb.org/t/p/w500//vEQZW279igbQpgQ0SwKuxzxV8UU.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Bleach,https://image.tmdb.org/t/p/w500//dWiwxqAtP09fBfYyzH85u8nFwOH.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crash,https://image.tmdb.org/t/p/w500//3aOOJQEoU9iL9hYNTbEuFNDaDnn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Martyr or Murderer,https://image.tmdb.org/t/p/w500//foC3u7CB6STe9sYQzXkGRS0umSK.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Phone Booth,https://image.tmdb.org/t/p/w500//o9b4cA1USAUXz0oxwWVja7sMNFa.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Patriot Games,https://image.tmdb.org/t/p/w500//yToAJg67r3hk3Ux3sfXOdpiqxU.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Batman vs Teenage Mutant Ninja Turtles,https://image.tmdb.org/t/p/w500//yP3h0Pu8htyb9450mWJ9Vu1rU.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bring It On: Worldwide #Cheersmack,https://image.tmdb.org/t/p/w500//jNZnw3TXNFWv7KVhZIDOszZnUH9.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pokémon Heroes,https://image.tmdb.org/t/p/w500//qHcZJ3MkTay6XCzgb8BPy22qHPR.jpg,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Greta,https://image.tmdb.org/t/p/w500//9hBpFyJ3pGdupXbaC2L7nGvLMBn.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Wer,https://image.tmdb.org/t/p/w500//AeoCw3ItN1LELfJvTQnXagADL0F.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Khumba,https://image.tmdb.org/t/p/w500//7RXXQxM4ZlmoiqQD053k8GFyegR.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! Stage Fright,https://image.tmdb.org/t/p/w500//vpExEfmhs317qbAGrGvOTi3pxnH.jpg,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Belzebuth,https://image.tmdb.org/t/p/w500//em79Vu871uUVZEpBY6qkO5O6psP.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Mutual Relations,https://image.tmdb.org/t/p/w500//k8dsPTp1Ga67c0Ie00qyR3vcPG3.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pretty Young Sister,https://image.tmdb.org/t/p/w500//shSKZFlJUGR3rbFyMnwfK6xvTeC.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Munich,https://image.tmdb.org/t/p/w500//iUekaw96QLInZpsNwRTlRKrZgwm.jpg,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Crimson Tide,https://image.tmdb.org/t/p/w500//21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ghost in the Shell 2.0,https://image.tmdb.org/t/p/w500//4Vzlmvb9EyTnr5kN8mFVCMs8f3I.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Operation Condor,https://image.tmdb.org/t/p/w500//vkj5JxVgY1ZYhX4pBHHgwdRNEkl.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Destination Wedding,https://image.tmdb.org/t/p/w500//ioj2FMnMgD0eHgYfd31HtWOtBWU.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
[REC]²,https://image.tmdb.org/t/p/w500//gWmIqmhb6B6bmL6EPX4sVx0jO02.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Father of the Bride,https://image.tmdb.org/t/p/w500//chKMG9tzFqSkj24ejXTio156Qo0.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Intrusion,https://image.tmdb.org/t/p/w500//o6ozTBflWXlBje0uxJv4m6s4HTq.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Railway Heroes,https://image.tmdb.org/t/p/w500//gTjZErHBML0uYYgj7YsL7YiUKMV.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Shootist,https://image.tmdb.org/t/p/w500//kDkPT4fPQA70eRdWel6G4VGtHSG.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Tremors 4: The Legend Begins,https://image.tmdb.org/t/p/w500//yhh1zMGoy6nYSXMgrsYoNRbclJn.jpg,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jesus of Nazareth,https://image.tmdb.org/t/p/w500//zSsIs2zldC25pFlCHM7UOqNCYzu.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Star Trek V: The Final Frontier,https://image.tmdb.org/t/p/w500//uiXr41VLYsuug3CZbFrKLSNahuZ.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Poseidon,https://image.tmdb.org/t/p/w500//cCx2Ead8KoZhHofsAAr7tyrjfDo.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Footloose,https://image.tmdb.org/t/p/w500//9JEDjBCXCx3eKTSkXwispf0UN3O.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Last Boy Scout,https://image.tmdb.org/t/p/w500//nKTqyWwLxkvoEKkSAGWo1GdiTpb.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Island of Giant Insects,https://image.tmdb.org/t/p/w500//uJFki1BLHvEi4gaPCJvy9SZQZpx.jpg,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Devil Inside,https://image.tmdb.org/t/p/w500//mtyFRIRBmrCE2XKU5EnEK8dtu2X.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Big Fish & Begonia,https://image.tmdb.org/t/p/w500//fRCdXh9MZutj1JJPZlUXMex6AuB.jpg,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Melancholie der Engel,https://image.tmdb.org/t/p/w500//khTYknUAzAv8QI4QGUNag2OQj5t.jpg,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
Speed 2: Cruise Control,https://image.tmdb.org/t/p/w500//gnK1ocpwUTj24zAktzomOJsD2bu.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
On Your Wedding Day,https://image.tmdb.org/t/p/w500//svBWm58bMpGKueNmfeCF3OZk7rs.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Craft,https://image.tmdb.org/t/p/w500//8bW2RdRkloYtEPhbQZN4wcdmJP4.jpg,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trick 'r Treat,https://image.tmdb.org/t/p/w500//w0nmol4g7n6MFfhfphV7GzHHYjB.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sex and Death 101,https://image.tmdb.org/t/p/w500//yLWdM3znzRCqEbxYWXpSJNNu3fe.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
On the Fringe,https://image.tmdb.org/t/p/w500//5Prjpx6Vt1hoRh9B7Fsh1o36aub.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Vampire,https://image.tmdb.org/t/p/w500//43IwKZITS5XS8uKuNmZVojfPRxP.jpg,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Street Kings,https://image.tmdb.org/t/p/w500//csXyZ1BsDBlH0PXkOFWxggEf9WF.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Pink Panther 2,https://image.tmdb.org/t/p/w500//1XI20rOfPL6i9DrbO6GRWRxlQ60.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Hitchhiker's Guide to the Galaxy,https://image.tmdb.org/t/p/w500//yr9A3KGQlxBh3yW0cmglsr8aMIz.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Near Dark,https://image.tmdb.org/t/p/w500//hVhFNn3IQxxARvnpLIKMx8ZfTtG.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Copshop,https://image.tmdb.org/t/p/w500//szArp3dQlVajpsqpyPFVAFHFsa3.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Invention of Lying,https://image.tmdb.org/t/p/w500//clP8tDZeM9jgnqmu4VBClBDpLtS.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
After Sex,https://image.tmdb.org/t/p/w500//4n41P5CKHFFkQ3s8VJieNmqUkn7.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sound of Metal,https://image.tmdb.org/t/p/w500//3178oOJKKPDeQ2legWQvMPpllv.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Am Sam,https://image.tmdb.org/t/p/w500//wSgAn3zhgwuTOhhvvqcdxVqTLts.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Double Jeopardy,https://image.tmdb.org/t/p/w500//lSYMeHoUh9uWX2kXi9Fqe4BX2Ml.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Land Before Time: The Great Valley Adventure,https://image.tmdb.org/t/p/w500//1lIkU6gbqMx4oRDGegawLdQdLJD.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Irmão do Jorel - Especial Carnaval Bruttal,https://image.tmdb.org/t/p/w500//z5PaKPZ6UQUH4XMW4r1kt33m0KU.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
